Generation number: 0

Individual: 0:
15)	0.880856

Individual: 10:
0)	0.380291
1)	0.784845
2)	-0.513535
3)	0.763604
4)	0.402509
5)	-0.773431
6)	0.0773034
7)	0.918638
8)	-0.872188
9)	0.561327
10)	0.295022
11)	-0.661916
12)	-0.563768
13)	0.579699
14)	0.47557
15)	0.8905

Individual: 11:
0)	0.0946989
1)	-0.135289
2)	-0.781732
3)	-0.268227
4)	-0.227271
5)	-0.00558489
6)	0.028901
7)	-0.372967
8)	-0.671621
9)	0.935118
10)	0.387982
11)	0.994812
12)	-0.0749229
13)	0.939451
14)	-0.692007
15)	0.486251

Individual: 12:
0)	-0.456099
1)	-0.739494
2)	0.44084
3)	-0.0878018
4)	-0.547533
5)	0.994934
6)	0.798944
7)	0.330424
8)	-0.806452
9)	0.366802
10)	0.151646
11)	0.105136
12)	-0.344401
13)	-0.233314
14)	-0.83929
15)	0.752434

Individual: 13:
0)	0.787652
1)	0.855892
2)	-0.684133
3)	-0.617603
4)	-0.478195
5)	-0.949767
6)	0.733634
7)	-0.447554
8)	0.464583
9)	-0.304788
10)	0.882565
11)	-0.657765
12)	0.920774
13)	-0.755181
14)	0.296182
15)	0.464644

Individual: 14:
0)	0.811335
1)	-0.243019
2)	0.337016
3)	-0.776299
4)	-0.950865
5)	0.0176092
6)	-0.926267
7)	-0.866634
8)	0.933531
9)	-0.393353
10)	0.334025
11)	0.00827052
12)	0.126804
13)	-0.782525
14)	-0.00399792
15)	-0.659963

Individual: 15:
0)	-0.223914
1)	-0.457259
2)	0.580126
3)	0.771355
4)	0.341288
5)	0.0393994
6)	0.204688
7)	-0.520371
8)	0.693228
9)	-0.114841
10)	0.966735
11)	-0.715934
12)	0.0434889
13)	0.438337
14)	0.811579
15)	-0.712821

Individual: 16:
0)	-0.731132
1)	-0.485214
2)	-0.0471511
3)	0.864559
4)	-0.80694
5)	0.793268
6)	-0.0938444
7)	0.814325
8)	0.387249
9)	0.662343
10)	0.198096
11)	-0.520432
12)	0.05356
13)	-0.178747
14)	0.813776
15)	-0.344096

Individual: 17:
0)	0.552599
1)	-0.0526444
2)	-0.554918
3)	-0.903745
4)	-0.862178
5)	0.741752
6)	-0.39732
7)	0.426679
8)	-0.539964
9)	-0.33256
10)	0.65276
11)	-0.716483
12)	0.403302
13)	-0.309671
14)	-0.157079
15)	0.487533

Individual: 18:
0)	0.815668
1)	-0.66277
2)	-0.621326
3)	-0.936399
4)	-0.302835
5)	0.382855
6)	0.613147
7)	-0.0774865
8)	0.406781
9)	-0.522507
10)	0.412336
11)	-0.986267
12)	0.45201
13)	-0.970397
14)	-0.241005
15)	-0.235145

Individual: 19:
0)	-0.577624
1)	-0.345927
2)	-0.34257
3)	-0.382488
4)	0.630848
5)	-0.500534
6)	0.400922
7)	0.474044
8)	-0.976623
9)	0.767205
10)	-0.734672
11)	-0.133335
12)	0.922483
13)	0.733695
14)	0.691519
15)	0.661977

Individual: 20:
0)	0.162938
1)	-0.409955
2)	0.017304
3)	0.112644
4)	0.186926
5)	0.409955
6)	0.823969
7)	0.0697958
8)	0.656728
9)	-0.441389
10)	0.95764
11)	-0.832148
12)	0.15067
13)	0.856868
14)	-0.710623
15)	0.794427

Individual: 21:
0)	-0.496872
1)	-0.189978
2)	0.276223
3)	-0.342326
4)	-0.648183
5)	-0.782525
6)	0.384869
7)	0.764824
8)	0.454146
9)	0.471908
10)	-0.558275
11)	-0.378277
12)	0.335856
13)	-0.136204
14)	0.971191
15)	-0.530931

Individual: 22:
0)	0.834773
1)	0.201514
2)	0.584155
3)	0.365398
4)	0.100314
5)	-0.939451
6)	0.480636
7)	-0.0694906
8)	-0.386029
9)	-0.0254219
10)	-0.872555
11)	0.561632
12)	-0.209326
13)	-0.120579
14)	0.174841
15)	0.934446

Individual: 23:
0)	0.725089
1)	-0.875423
2)	-0.327006
3)	0.602222
4)	-0.354778
5)	-0.637074
6)	-0.34727
7)	-0.495346
8)	-0.364544
9)	-0.368206
10)	-0.868404
11)	-0.800348
12)	-0.809137
13)	-0.0613117
14)	0.608081
15)	-0.369854

Individual: 24:
0)	-0.832636
1)	0.662221
2)	-0.893124
3)	0.238502
4)	0.687918
5)	-0.916746
6)	-0.162572
7)	-0.758599
8)	0.568285
9)	-0.643422
10)	-0.472152
11)	-0.122959
12)	-0.174352
13)	-0.763421
14)	-0.50206
15)	-0.562609

Individual: 25:
0)	-0.169225
1)	-0.130222
2)	-0.468184
3)	-0.101291
4)	-0.332255
5)	-0.0343333
6)	0.615223
7)	-0.0384838
8)	-0.736808
9)	0.659474
10)	-0.402875
11)	-0.686209
12)	-0.152623
13)	0.378643
14)	-0.158971
15)	0.928831

Individual: 26:
0)	0.309915
1)	0.025483
2)	0.926023
3)	0.210974
4)	-0.987426
5)	-0.210913
6)	-0.538743
7)	0.801935
8)	-0.378399
9)	-0.101352
10)	0.0772423
11)	-0.141148
12)	0.521775
13)	0.630116
14)	0.653676
15)	0.618274

Individual: 27:
0)	0.375469
1)	-0.119968
2)	0.849422
3)	-0.942564
4)	-0.611438
5)	-0.382061
6)	-0.00460829
7)	0.466109
8)	0.845698
9)	-0.470016
10)	-0.586962
11)	0.740043
12)	0.477706
13)	-0.833369
14)	-0.77868
15)	0.211219

Individual: 28:
0)	0.223731
1)	0.90698
2)	0.694205
3)	0.824335
4)	-0.0500198
5)	-0.948424
6)	0.231666
7)	0.4738
8)	-0.311563
9)	-0.643056
10)	0.00656148
11)	-0.685904
12)	-0.0424512
13)	0.324015
14)	-0.650563
15)	-0.145543

Individual: 29:
0)	0.726798
1)	0.552355
2)	-0.0653401
3)	-0.348674
4)	0.589465
5)	-0.525437
6)	0.828913
7)	0.411359
8)	0.703726
9)	-0.219092
10)	0.466597
11)	0.316813
12)	-0.933287
13)	0.848079
14)	-0.387249
15)	-0.613819

Individual: 30:
0)	-0.317362
1)	-0.515061
2)	0.376934
3)	0.682485
4)	0.187902
5)	-0.693289
6)	-0.659658
7)	-0.81872
8)	0.495956
9)	-0.949522
10)	-0.140782
11)	-0.887448
12)	0.0241401
13)	-0.855098
14)	-0.394513
15)	-0.414045

Individual: 31:
0)	0.0649739
1)	0.846248
2)	0.409284
3)	-0.684622
4)	0.86462
5)	-0.747124
6)	0.463973
7)	0.252846
8)	-0.0294504
9)	0.512375
10)	-0.0425733
11)	0.944945
12)	-0.588183
13)	0.530869
14)	0.191504
15)	-0.575182

Individual: 32:
0)	0.273232
1)	-0.499863
2)	-0.7481
3)	0.451949
4)	0.226966
5)	-0.446883
6)	0.29191
7)	0.911374
8)	0.583605
9)	-0.139439
10)	-0.508713
11)	0.186193
12)	0.425214
13)	0.482162
14)	-0.245827
15)	-0.684866

Individual: 33:
0)	0.382672
1)	-0.716483
2)	-0.792779
3)	-0.252419
4)	-0.379192
5)	-0.767449
6)	0.561144
7)	-0.491317
8)	0.592029
9)	0.386944
10)	0.397809
11)	-0.412275
12)	-0.877194
13)	-0.114658
14)	0.446455
15)	0.36082

Individual: 34:
0)	0.39433
1)	0.255776
2)	-0.0904263
3)	0.861812
4)	0.380169
5)	-0.648305
6)	0.903073
7)	0.713187
8)	-0.696524
9)	0.230995
10)	0.0711386
11)	-0.470321
12)	0.676748
13)	0.287271
14)	0.440657
15)	-0.392987

Individual: 35:
0)	0.485092
1)	-0.0511795
2)	0.575304
3)	0.707999
4)	0.0773034
5)	0.25602
6)	-0.90643
7)	0.759514
8)	-0.673574
9)	-0.370281
10)	-0.387616
11)	-0.728813
12)	-0.37785
13)	-0.855464
14)	0.178747
15)	-0.709647

Individual: 36:
0)	-0.742607
1)	0.617481
2)	0.252724
3)	0.703543
4)	0.772881
5)	0.826167
6)	-0.696768
7)	0.69866
8)	0.820185
9)	0.168126
10)	0.0797449
11)	0.200232
12)	0.107517
13)	-0.925657
14)	0.622303
15)	0.0889615

Individual: 37:
0)	-0.0102237
1)	0.489059
2)	0.0723594
3)	0.0195013
4)	-0.734245
5)	-0.272134
6)	0.347026
7)	-0.351787
8)	-0.255409
9)	0.0284127
10)	0.738395
11)	-0.916318
12)	0.144627
13)	-0.896176
14)	-0.497787
15)	0.372234

Individual: 38:
0)	0.88641
1)	-0.98645
2)	-0.503342
3)	0.831111
4)	-0.65685
5)	0.662343
6)	-0.0656453
7)	0.042085
8)	0.11063
9)	-0.75927
10)	-0.689505
11)	-0.682669
12)	-0.141514
13)	-0.0797449
14)	-0.43083
15)	-0.549059

Individual: 39:
0)	-0.672964
1)	0.113742
2)	0.570177
3)	-0.432722
4)	0.030549
5)	-0.384442
6)	0.919492
7)	0.880551
8)	0.229835
9)	0.932981
10)	0.225501
11)	0.176061
12)	-0.262429
13)	-0.878903
14)	0.843196
15)	0.827509

Individual: 40:
0)	0.117649
1)	-0.565233
2)	0.169286
3)	0.161046
4)	-0.158483
5)	0.108921
6)	-0.449141
7)	0.980285
8)	0.964537
9)	0.58037
10)	0.869564
11)	0.0632649
12)	0.883419
13)	0.464034
14)	0.863826
15)	-0.554613

Individual: 41:
0)	-0.260414
1)	-0.405255
2)	0.252663
3)	-0.700919
4)	-0.97174
5)	0.448836
6)	-0.278298
7)	0.224403
8)	-0.022187
9)	-0.74395
10)	-0.164037
11)	-0.23838
12)	-0.739128
13)	-0.883236
14)	0.940306
15)	0.939879

Individual: 42:
0)	0.600146
1)	-0.565722
2)	0.110813
3)	-0.327677
4)	-0.169042
5)	0.976928
6)	-0.78045
7)	0.812494
8)	-0.0162664
9)	0.880734
10)	-0.824885
11)	-0.317423
12)	-0.0517289
13)	0.907346
14)	0.401288
15)	0.887326

Individual: 43:
0)	-0.717582
1)	-0.733329
2)	0.616443
3)	-0.774773
4)	0.728263
5)	-0.680166
6)	-0.0232246
7)	0.510483
8)	0.997009
9)	-0.527268
10)	0.64452
11)	-0.883602
12)	-0.613025
13)	-0.426252
14)	0.844966
15)	0.0556352

Individual: 44:
0)	0.795343
1)	0.127842
2)	0.474166
3)	0.406537
4)	0.686941
5)	-0.360271
6)	0.319926
7)	-0.0993988
8)	0.583056
9)	0.398236
10)	-0.0416578
11)	-0.517624
12)	-0.368206
13)	0.0143132
14)	0.389019
15)	-0.345927

Individual: 45:
0)	0.82342
1)	-0.973571
2)	0.470687
3)	-0.58153
4)	-0.587878
5)	-0.116428
6)	-0.779656
7)	-0.368267
8)	0.108127
9)	-0.379315
10)	-0.961791
11)	-0.421369
12)	0.600696
13)	-0.462569
14)	-0.0791955
15)	0.583361

Individual: 46:
0)	-0.0229194
1)	0.193701
2)	-0.275369
3)	-0.532456
4)	-0.402631
5)	-0.96643
6)	0.543809
7)	-0.331034
8)	0.989319
9)	0.951659
10)	0.262612
11)	0.832331
12)	0.325053
13)	-0.888363
14)	-0.652944
15)	0.685659

Individual: 47:
0)	0.0426344
1)	0.333476
2)	-0.0631428
3)	0.014008
4)	-0.825739
5)	0.357219
6)	-0.699393
7)	0.54387
8)	0.944456
9)	-0.700064
10)	0.717032
11)	0.549364
12)	-0.800653
13)	0.615772
14)	-0.155797
15)	-0.00564592

Individual: 48:
0)	0.23191
1)	-0.127537
2)	-0.359905
3)	0.0220038
4)	-0.437117
5)	0.656972
6)	-0.104404
7)	0.604358
8)	0.242164
9)	-0.0776696
10)	0.443892
11)	-0.835505
12)	0.231605
13)	0.0885952
14)	0.108005
15)	-0.015595

Individual: 49:
0)	-0.567309
1)	0.209815
2)	0.449202
3)	-0.790399
4)	-0.0786462
5)	-0.479476
6)	0.378155
7)	-0.73516
8)	-0.0481887
9)	-0.326884
10)	0.692923
11)	-0.508225
12)	-0.707205
13)	0.979125
14)	0.603931
15)	0.82226

Individual: 50:
0)	0.458663
1)	0.967467
2)	-0.689138
3)	-0.701163
4)	-0.603626
5)	0.570849
6)	0.692251
7)	0.256081
8)	0.19364
9)	0.254189
10)	0.170629
11)	-0.0263375
12)	-0.632435
13)	-0.603381
14)	-0.183203
15)	0.615467

Individual: 51:
0)	0.298929
1)	-0.760125
2)	0.754143
3)	-0.734489
4)	-0.627369
5)	0.715873
6)	0.926206
7)	0.875301
8)	0.388531
9)	-0.534776
10)	-0.709342
11)	-0.0681478
12)	0.803522
13)	-0.639576
14)	0.501205
15)	0.663198

Individual: 52:
0)	0.368755
1)	0.844356
2)	-0.860286
3)	0.589587
4)	-0.27665
5)	-0.601245
6)	-0.436995
7)	-0.764092
8)	-0.491745
9)	0.453597
10)	0.42375
11)	0.816828
12)	-0.438337
13)	0.0500198
14)	-0.0690023
15)	0.706046

Individual: 53:
0)	0.758904
1)	-0.429304
2)	0.910825
3)	0.504563
4)	-0.940184
5)	-0.152074
6)	-0.269753
7)	-0.481857
8)	0.325419
9)	0.964049
10)	0.147557
11)	-0.542039
12)	-0.533738
13)	-0.944945
14)	0.149754
15)	0.175939

Individual: 54:
0)	0.486129
1)	0.43144
2)	0.842158
3)	-0.751823
4)	0.981811
5)	0.326823
6)	-0.550096
7)	-0.781732
8)	-0.336833
9)	0.589282
10)	-0.503281
11)	-0.686392
12)	0.454939
13)	-0.374615
14)	0.220557
15)	-0.553758

Individual: 55:
0)	-0.257179
1)	0.91174
2)	0.29075
3)	-0.688101
4)	0.327189
5)	-0.615955
6)	-0.111423
7)	0.399213
8)	0.645741
9)	0.0195013
10)	0.213172
11)	-0.27897
12)	0.828486
13)	-0.0790124
14)	0.475936
15)	-0.918332

Individual: 56:
0)	0.147252
1)	0.219337
2)	-0.554247
3)	0.691214
4)	-0.577807
5)	-0.896542
6)	-0.392682
7)	0.940001
8)	0.947874
9)	0.292703
10)	0.995605
11)	-0.853755
12)	-0.499069
13)	0.262001
14)	0.768059
15)	-0.911557

Individual: 57:
0)	0.993408
1)	0.534898
2)	-0.421857
3)	0.13535
4)	0.3314
5)	0.354106
6)	0.811823
7)	-0.213721
8)	-0.954772
9)	0.0442824
10)	-0.25016
11)	0.43437
12)	0.249916
13)	0.378643
14)	0.718558
15)	0.164098

Individual: 58:
0)	-0.499008
1)	0.261391
2)	-0.708975
3)	0.397626
4)	-0.892453
5)	0.0398877
6)	-0.39787
7)	0.200232
8)	0.464339
9)	0.757622
10)	-0.16129
11)	0.0592975
12)	-0.0340892
13)	0.661367
14)	-0.0315256
15)	0.94763

Individual: 59:
0)	-0.934324
1)	-0.725333
2)	0.769524
3)	-0.514939
4)	0.0417798
5)	0.3502
6)	0.22306
7)	-0.989868
8)	0.0323191
9)	0.0134587
10)	0.332194
11)	-0.626148
12)	0.903012
13)	-0.589221
14)	0.428694
15)	-0.730644

Individual: 60:
0)	-0.491195
1)	0.173193
2)	0.0307321
3)	-0.0910978
4)	-0.086642
5)	0.00943022
6)	-0.68627
7)	-0.139073
8)	0.127232
9)	0.740471
10)	0.257118
11)	-0.140172
12)	0.928404
13)	0.0877407
14)	0.529405
15)	-0.598865

Individual: 61:
0)	-0.672536
1)	-0.471908
2)	-0.826106
3)	-0.0660726
4)	0.240028
5)	-0.472823
6)	0.157933
7)	0.46379
8)	0.927793
9)	0.464644
10)	0.847468
11)	0.377911
12)	-0.227393
13)	0.563036
14)	-0.52971
15)	-0.693838

Individual: 62:
0)	-0.0553301
1)	-0.866939
2)	0.630299
3)	0.829157
4)	-0.472396
5)	0.448225
6)	0.934019
7)	-0.153661
8)	0.663564
9)	0.559984
10)	-0.205847
11)	0.417585
12)	-0.720573
13)	0.367779
14)	-0.529221
15)	-0.110935

Individual: 63:
0)	-0.0410474
1)	-0.745415
2)	-0.587024
3)	0.117161
4)	-0.479598
5)	0.602405
6)	0.964721
7)	-0.39732
8)	-0.135166
9)	-0.50206
10)	-0.504685
11)	-0.652638
12)	-0.343913
13)	-0.056856
14)	0.0196234
15)	0.245766

Individual: 64:
0)	-0.605152
1)	-0.118259
2)	-0.632618
3)	0.824763
4)	-0.549242
5)	-0.645192
6)	0.967345
7)	-0.856685
8)	-0.387188
9)	0.0976287
10)	-0.694082
11)	-0.335368
12)	-0.2772
13)	-0.10947
14)	0.125156
15)	0.913755

Individual: 65:
0)	-0.0472732
1)	-0.023835
2)	-0.579211
3)	0.732475
4)	0.28959
5)	0.855647
6)	-0.696158
7)	0.945067
8)	-0.210608
9)	0.775933
10)	-0.211951
11)	0.245643
12)	-0.836726
13)	0.221534
14)	0.565355
15)	-0.878292

Individual: 66:
0)	-0.741508
1)	0.722404
2)	-0.167516
3)	-0.375225
4)	0.995911
5)	-0.70983
6)	0.230628
7)	-0.198828
8)	-0.672842
9)	0.797235
10)	0.960814
11)	-0.404401
12)	0.774529
13)	-0.392193
14)	0.137547
15)	0.0400708

Individual: 67:
0)	-0.886044
1)	0.777337
2)	0.443892
3)	0.540147
4)	0.7669
5)	0.129063
6)	0.148656
7)	0.0713828
8)	0.459639
9)	-0.476363
10)	0.550279
11)	-0.901425
12)	0.716605
13)	0.631214
14)	-0.0912198
15)	0.0303659

Individual: 68:
0)	-0.253151
1)	-0.479354
2)	0.928404
3)	-0.979247
4)	-0.711722
5)	-0.622059
6)	-0.146702
7)	0.931761
8)	0.971129
9)	-0.334941
10)	0.239723
11)	0.267678
12)	0.763176
13)	-0.966308
14)	-0.534471
15)	-0.104343

Individual: 69:
0)	0.0604572
1)	0.30491
2)	-0.958617
3)	0.362957
4)	0.984069
5)	0.827631
6)	0.784722
7)	-0.375286
8)	0.446455
9)	0.528855
10)	-0.0807825
11)	-0.00534074
12)	0.55089
13)	0.967528
14)	-0.836299
15)	0.130345

Individual: 70:
0)	-0.116062
1)	-0.295083
2)	0.870418
3)	0.866695
4)	-0.733879
5)	-0.695975
6)	-0.72277
7)	0.709281
8)	0.521653
9)	-0.729972
10)	-0.0638752
11)	-0.199622
12)	-0.170141
13)	0.244911
14)	0.379009
15)	0.170324

Individual: 71:
0)	0.222266
1)	0.768487
2)	-0.915159
3)	-0.913938
4)	0.785211
5)	-0.0815149
6)	0.810114
7)	-0.689322
8)	-0.866878
9)	0.141453
10)	-0.655324
11)	-0.915403
12)	0.713492
13)	-0.411664
14)	-0.243568
15)	-0.357219

Individual: 72:
0)	-0.493881
1)	0.265847
2)	-0.813654
3)	-0.921018
4)	-0.32017
5)	-0.682913
6)	0.256813
7)	0.370647
8)	0.768365
9)	-0.256508
10)	0.156102
11)	0.375958
12)	-0.071688
13)	-0.11948
14)	-0.539415
15)	-0.383526

Individual: 73:
0)	-0.157872
1)	-0.0599689
2)	-0.241615
3)	-0.342692
4)	-0.172826
5)	0.931455
6)	0.135594
7)	-0.102695
8)	0.715445
9)	0.274209
10)	-0.411237
11)	0.581896
12)	-0.935728
13)	-0.585864
14)	-0.574328
15)	-0.148534

Individual: 74:
0)	-0.737602
1)	-0.243385
2)	0.716605
3)	-0.363262
4)	-0.90759
5)	0.228126
6)	0.859004
7)	0.215186
8)	-0.686697
9)	0.77929
10)	0.317972
11)	0.238929
12)	0.82458
13)	-0.857784
14)	-0.394696
15)	0.0491653

Individual: 75:
0)	-0.0248726
1)	-0.846004
2)	-0.44145
3)	-0.913083
4)	-0.42082
5)	-0.0411695
6)	0.984252
7)	-0.784845
8)	0.201697
9)	0.402081
10)	0.726188
11)	0.762444
12)	-0.724357
13)	-0.0721763
14)	0.222694
15)	-0.897519

Individual: 76:
0)	0.614185
1)	0.293008
2)	-0.38609
3)	0.581469
4)	-0.12064
5)	-0.589404
6)	-0.536973
7)	-0.395367
8)	0.571093
9)	-0.366314
10)	-0.847285
11)	-0.303507
12)	0.0972625
13)	-0.205786
14)	0.0206
15)	0.345744

Individual: 77:
0)	0.489059
1)	-0.692679
2)	0.294412
3)	0.447737
4)	-0.676992
5)	-0.344584
6)	-0.10831
7)	0.157323
8)	-0.587268
9)	-0.437239
10)	0.1442
11)	-0.0355541
12)	0.832453
13)	-0.825251
14)	0.511277
15)	0.804682

Individual: 78:
0)	-0.164708
1)	-0.44676
2)	-0.656301
3)	0.0171209
4)	0.228614
5)	0.800592
6)	0.760979
7)	0.963439
8)	-0.2313
9)	-0.874386
10)	0.703909
11)	-0.88171
12)	-0.862545
13)	0.163121
14)	0.226539
15)	0.446211

Individual: 79:
0)	0.0639973
1)	0.859615
2)	-0.912412
3)	0.874874
4)	0.152867
5)	-0.761528
6)	-0.293863
7)	0.679373
8)	0.981811
9)	0.356365
10)	0.542467
11)	0.589038
12)	-0.968078
13)	-0.237098
14)	0.967711
15)	-0.570971

Individual: 80:
0)	0.0122379
1)	0.778008
2)	0.683828
3)	0.110202
4)	0.140721
5)	0.896664
6)	-0.242958
7)	-0.221778
8)	0.945677
9)	-0.363567
10)	0.327372
11)	0.93646
12)	-0.851192
13)	-0.861934
14)	0.0556352
15)	-0.647023

Individual: 81:
0)	0.192724
1)	-0.167333
2)	0.372173
3)	-0.433882
4)	0.975463
5)	0.487838
6)	-0.411847
7)	-0.200659
8)	0.354717
9)	0.945372
10)	-0.066805
11)	-0.900632
12)	0.984191
13)	0.862667
14)	0.580737
15)	0.509445

Individual: 82:
0)	-0.956053
1)	0.770501
2)	-0.275491
3)	-0.910337
4)	-0.571398
5)	0.759819
6)	-0.231666
7)	0.598498
8)	0.9541
9)	-0.890011
10)	0.691641
11)	-0.354472
12)	-0.852596
13)	0.170812
14)	-0.347087
15)	-0.869015

Individual: 83:
0)	-0.819697
1)	-0.189001
2)	-0.105319
3)	-0.218238
4)	0.509995
5)	-0.254311
6)	-0.989013
7)	-0.402203
8)	-0.210242
9)	-0.945067
10)	-0.358867
11)	0.0214545
12)	-0.388653
13)	0.206946
14)	0.651662
15)	0.641957

Individual: 84:
0)	-0.358135
1)	-0.103549
2)	-0.131382
3)	-0.752861
4)	-0.282205
5)	0.0135807
6)	0.424116
7)	-0.96411
8)	-0.54149
9)	-0.947447
10)	-0.222449
11)	-0.197302
12)	-0.0380566
13)	-0.72454
14)	-0.524155
15)	0.907773

Individual: 85:
0)	0.144505
1)	-0.0583209
2)	0.714286
3)	0.8446
4)	-0.711722
5)	-0.0831019
6)	-0.239784
7)	-0.78222
8)	0.35783
9)	-0.027253
10)	0.303507
11)	-0.0563677
12)	-0.351543
13)	0.0910978
14)	0.794183
15)	-0.514695

Individual: 86:
0)	-0.670156
1)	0.0842006
2)	-0.168493
3)	0.936644
4)	0.446272
5)	0.84405
6)	-0.333659
7)	-0.235084
8)	0.935972
9)	0.533067
10)	0.878719
11)	0.0276193
12)	0.233436
13)	-0.971374
14)	0.294595
15)	0.873104

Individual: 87:
0)	-0.984558
1)	0.934141
2)	-0.79754
3)	0.139805
4)	-0.345439
5)	0.468734
6)	-0.0660115
7)	0.865047
8)	-0.0578936
9)	0.548814
10)	-0.130039
11)	-0.4832
12)	-0.35728
13)	-0.626942
14)	0.93469
15)	-0.239235

Individual: 88:
0)	0.444441
1)	0.824335
2)	-0.358928
3)	0.574511
4)	0.864559
5)	-0.000274667
6)	-0.250649
7)	0.522263
8)	0.676016
9)	0.182836
10)	0.601062
11)	-0.997681
12)	0.41551
13)	0.569567
14)	-0.808527
15)	0.279519

Individual: 89:
0)	0.535813
1)	-0.939756
2)	-0.956664
3)	-0.884884
4)	-0.234413
5)	-0.569079
6)	-0.0570391
7)	-0.192663
8)	-0.761589
9)	-0.804315
10)	-0.39732
11)	-0.545701
12)	-0.0458693
13)	-0.526658
14)	-0.688223
15)	-0.7481

Individual: 90:
0)	0.134434
1)	-0.82989
2)	0.637501
3)	0.639882
4)	0.0355541
5)	0.79162
6)	-0.760002
7)	0.107273
8)	0.780755
9)	0.195654
10)	0.862911
11)	-0.528428
12)	0.774346
13)	-0.400128
14)	-0.438337
15)	-0.558031

Individual: 91:
0)	0.260842
1)	0.154637
2)	-0.766472
3)	-0.719169
4)	-0.409467
5)	-0.604175
6)	0.5103
7)	0.37553
8)	-0.244911
9)	-0.111423
10)	0.0765099
11)	0.53209
12)	0.755058
13)	0.374737
14)	0.476913
15)	0.805048

Individual: 92:
0)	0.361309
1)	-0.262734
2)	-0.526292
3)	-0.325846
4)	0.834834
5)	-0.906796
6)	-0.982177
7)	0.381817
8)	0.164586
9)	0.327982
10)	0.895383
11)	0.24247
12)	-0.61156
13)	0.383709
14)	-0.887387
15)	-0.262123

Individual: 93:
0)	0.558092
1)	-0.385846
2)	0.0821863
3)	0.209754
4)	0.911191
5)	-0.481735
6)	0.67156
7)	-0.0375072
8)	-0.187048
9)	0.165014
10)	-0.821528
11)	-0.411603
12)	0.0301828
13)	0.62273
14)	-0.706351
15)	0.328715

Individual: 94:
0)	-0.100986
1)	0.704093
2)	0.115085
3)	0.281472
4)	-0.0496536
5)	-0.659352
6)	0.274636
7)	0.270119
8)	0.554735
9)	-0.101413
10)	-0.758171
11)	0.184545
12)	0.149022
13)	-0.252235
14)	-0.135594
15)	-0.392865

Individual: 95:
0)	0.607837
1)	0.398419
2)	-0.789361
3)	-0.462935
4)	-0.678335
5)	-0.484603
